# VoIP rates (dollars per minute): from http://www.cheapvoipinc.com/Ratesheet-grey.csv
dialprefix,destination,rateinitial
3873562,Bosnia And Herzegovina BH Telecom,0.1066
3873563,Bosnia And Herzegovina BH Telecom,0.1066
3873564,Bosnia And Herzegovina BH Telecom,0.1066
3873565,Bosnia And Herzegovina BH Telecom,0.1066
3873566,Bosnia And Herzegovina BH Telecom,0.1066
3873569,Bosnia And Herzegovina BH Telecom,0.1066
3873570,Bosnia And Herzegovina BH Telecom,0.1066
3873571,Bosnia And Herzegovina BH Telecom,0.1066
3873572,Bosnia And Herzegovina BH Telecom,0.1066
3873574,Bosnia And Herzegovina BH Telecom,0.1066
3873575,Bosnia And Herzegovina BH Telecom,0.1066
3873576,Bosnia And Herzegovina BH Telecom,0.1066
3873577,Bosnia And Herzegovina BH Telecom,0.1066
3873578,Bosnia And Herzegovina BH Telecom,0.1066
3873579,Bosnia And Herzegovina BH Telecom,0.1066
3873580,Bosnia And Herzegovina BH Telecom,0.1066
3873581,Bosnia And Herzegovina BH Telecom,0.1066
3873582,Bosnia And Herzegovina BH Telecom,0.1066
3873585,Bosnia And Herzegovina BH Telecom,0.1066
3873586,Bosnia And Herzegovina BH Telecom,0.1066
3873587,Bosnia And Herzegovina BH Telecom,0.1066
3873588,Bosnia And Herzegovina BH Telecom,0.1066
3873589,Bosnia And Herzegovina BH Telecom,0.1066
3873628,Bosnia And Herzegovina BH Telecom,0.1066
3873629,Bosnia And Herzegovina BH Telecom,0.1066
3873650,Bosnia And Herzegovina BH Telecom,0.1066
3873651,Bosnia And Herzegovina BH Telecom,0.1066
3873655,Bosnia And Herzegovina BH Telecom,0.1066
3873656,Bosnia And Herzegovina BH Telecom,0.1066
3873657,Bosnia And Herzegovina BH Telecom,0.1066
3873658,Bosnia And Herzegovina BH Telecom,0.1066
3873659,Bosnia And Herzegovina BH Telecom,0.1066
3873671,Bosnia And Herzegovina BH Telecom,0.1066
3873672,Bosnia And Herzegovina BH Telecom,0.1066
3873673,Bosnia And Herzegovina BH Telecom,0.1066
3873674,Bosnia And Herzegovina BH Telecom,0.1066
3873675,Bosnia And Herzegovina BH Telecom,0.1066
3873722,Bosnia And Herzegovina BH Telecom,0.1066
3873729,Bosnia And Herzegovina BH Telecom,0.1066
3873730,Bosnia And Herzegovina BH Telecom,0.1066
3873731,Bosnia And Herzegovina BH Telecom,0.1066
3873732,Bosnia And Herzegovina BH Telecom,0.1066
3873733,Bosnia And Herzegovina BH Telecom,0.1066
3873735,Bosnia And Herzegovina BH Telecom,0.1066
3873736,Bosnia And Herzegovina BH Telecom,0.1066
3873737,Bosnia And Herzegovina BH Telecom,0.1066
3873738,Bosnia And Herzegovina BH Telecom,0.1066
3873739,Bosnia And Herzegovina BH Telecom,0.1066
3873741,Bosnia And Herzegovina BH Telecom,0.1066
3873742,Bosnia And Herzegovina BH Telecom,0.1066
3873747,Bosnia And Herzegovina BH Telecom,0.1066
3873748,Bosnia And Herzegovina BH Telecom,0.1066
3873749,Bosnia And Herzegovina BH Telecom,0.1066
3873751,Bosnia And Herzegovina BH Telecom,0.1066
3873752,Bosnia And Herzegovina BH Telecom,0.1066
3873753,Bosnia And Herzegovina BH Telecom,0.1066
3873754,Bosnia And Herzegovina BH Telecom,0.1066
3873755,Bosnia And Herzegovina BH Telecom,0.1066
3873766,Bosnia And Herzegovina BH Telecom,0.1066
3873767,Bosnia And Herzegovina BH Telecom,0.1066
3873768,Bosnia And Herzegovina BH Telecom,0.1066
3873769,Bosnia And Herzegovina BH Telecom,0.1066
3873771,Bosnia And Herzegovina BH Telecom,0.1066
3873772,Bosnia And Herzegovina BH Telecom,0.1066
3873777,Bosnia And Herzegovina BH Telecom,0.1066
3873788,Bosnia And Herzegovina BH Telecom,0.1066
3873822,Bosnia And Herzegovina BH Telecom,0.1066
3873823,Bosnia And Herzegovina BH Telecom,0.1066
3873824,Bosnia And Herzegovina BH Telecom,0.1066
3873829,Bosnia And Herzegovina BH Telecom,0.1066
3873851,Bosnia And Herzegovina BH Telecom,0.1066
3873879,Bosnia And Herzegovina BH Telecom,0.1066
3873882,Bosnia And Herzegovina BH Telecom,0.1066
38739511,Bosnia And Herzegovina BH Telecom,0.1066
3874950,Bosnia And Herzegovina BH Telecom,0.1066
3874951,Bosnia And Herzegovina BH Telecom,0.1066
3874952,Bosnia And Herzegovina BH Telecom,0.1066
3874958,Bosnia And Herzegovina BH Telecom,0.1066
3874959,Bosnia And Herzegovina BH Telecom,0.1066
38750991,Bosnia And Herzegovina BH Telecom,0.1066
38751991,Bosnia And Herzegovina BH Telecom,0.1066
38752991,Bosnia And Herzegovina BH Telecom,0.1066
38753991,Bosnia And Herzegovina BH Telecom,0.1066
38753992,Bosnia And Herzegovina BH Telecom,0.1066
38754911,Bosnia And Herzegovina BH Telecom,0.1066
38755991,Bosnia And Herzegovina BH Telecom,0.1066
38755992,Bosnia And Herzegovina BH Telecom,0.1066
38756991,Bosnia And Herzegovina BH Telecom,0.1066
38757991,Bosnia And Herzegovina BH Telecom,0.1066
38758991,Bosnia And Herzegovina BH Telecom,0.1066
38759991,Bosnia And Herzegovina BH Telecom,0.1066
3877020,Bosnia And Herzegovina BH Telecom,0.1066
3877021,Bosnia And Herzegovina BH Telecom,0.1066
3877022,Bosnia And Herzegovina BH Telecom,0.1066
3877023,Bosnia And Herzegovina BH Telecom,0.1066
3877024,Bosnia And Herzegovina BH Telecom,0.1066
3877025,Bosnia And Herzegovina BH Telecom,0.1066
3873049,Bosnia And Herzegovina MOSTAR,0.1087
3873063,Bosnia And Herzegovina MOSTAR,0.1087
3873064,Bosnia And Herzegovina MOSTAR,0.1087
3873065,Bosnia And Herzegovina MOSTAR,0.1087
3873070,Bosnia And Herzegovina MOSTAR,0.1087
3873071,Bosnia And Herzegovina MOSTAR,0.1087
3873073,Bosnia And Herzegovina MOSTAR,0.1087
3873079,Bosnia And Herzegovina MOSTAR,0.1087
3873080,Bosnia And Herzegovina MOSTAR,0.1087
3873087,Bosnia And Herzegovina MOSTAR,0.1087
3873171,Bosnia And Herzegovina MOSTAR,0.1087
3873172,Bosnia And Herzegovina MOSTAR,0.1087
3873173,Bosnia And Herzegovina MOSTAR,0.1087
3873174,Bosnia And Herzegovina MOSTAR,0.1087
3873175,Bosnia And Herzegovina MOSTAR,0.1087
3873176,Bosnia And Herzegovina MOSTAR,0.1087
3873177,Bosnia And Herzegovina MOSTAR,0.1087
3873179,Bosnia And Herzegovina MOSTAR,0.1087
3873280,Bosnia And Herzegovina MOSTAR,0.1087
3873288,Bosnia And Herzegovina MOSTAR,0.1087
3873289,Bosnia And Herzegovina MOSTAR,0.1087
38733901,Bosnia And Herzegovina MOSTAR,0.1087
38733902,Bosnia And Herzegovina MOSTAR,0.1087
3873420,Bosnia And Herzegovina MOSTAR,0.1087
3873421,Bosnia And Herzegovina MOSTAR,0.1087
3873422,Bosnia And Herzegovina MOSTAR,0.1087
3873424,Bosnia And Herzegovina MOSTAR,0.1087
3873426,Bosnia And Herzegovina MOSTAR,0.1087
3873427,Bosnia And Herzegovina MOSTAR,0.1087
3873431,Bosnia And Herzegovina MOSTAR,0.1087
3873435,Bosnia And Herzegovina MOSTAR,0.1087
3873436,Bosnia And Herzegovina MOSTAR,0.1087
3873450,Bosnia And Herzegovina MOSTAR,0.1087
3873481,Bosnia And Herzegovina MOSTAR,0.1087
3873482,Bosnia And Herzegovina MOSTAR,0.1087
3873485,Bosnia And Herzegovina MOSTAR,0.1087
38735901,Bosnia And Herzegovina MOSTAR,0.1087
3873631,Bosnia And Herzegovina MOSTAR,0.1087
3873632,Bosnia And Herzegovina MOSTAR,0.1087
3873633,Bosnia And Herzegovina MOSTAR,0.1087
3873634,Bosnia And Herzegovina MOSTAR,0.1087
3873635,Bosnia And Herzegovina MOSTAR,0.1087
3873636,Bosnia And Herzegovina MOSTAR,0.1087
3873637,Bosnia And Herzegovina MOSTAR,0.1087
3873638,Bosnia And Herzegovina MOSTAR,0.1087
3873639,Bosnia And Herzegovina MOSTAR,0.1087
3873644,Bosnia And Herzegovina MOSTAR,0.1087
3873648,Bosnia And Herzegovina MOSTAR,0.1087
3873664,Bosnia And Herzegovina MOSTAR,0.1087
3873665,Bosnia And Herzegovina MOSTAR,0.1087
3873677,Bosnia And Herzegovina MOSTAR,0.1087
3873678,Bosnia And Herzegovina MOSTAR,0.1087
3873680,Bosnia And Herzegovina MOSTAR,0.1087
3873681,Bosnia And Herzegovina MOSTAR,0.1087
3873682,Bosnia And Herzegovina MOSTAR,0.1087
3873685,Bosnia And Herzegovina MOSTAR,0.1087
3873686,Bosnia And Herzegovina MOSTAR,0.1087
3873687,Bosnia And Herzegovina MOSTAR,0.1087
3873688,Bosnia And Herzegovina MOSTAR,0.1087
3873689,Bosnia And Herzegovina MOSTAR,0.1087
38737901,Bosnia And Herzegovina MOSTAR,0.1087
3873920,Bosnia And Herzegovina MOSTAR,0.1087
3873938,Bosnia And Herzegovina MOSTAR,0.1087
3873966,Bosnia And Herzegovina MOSTAR,0.1087
3873967,Bosnia And Herzegovina MOSTAR,0.1087
3873968,Bosnia And Herzegovina MOSTAR,0.1087
3873969,Bosnia And Herzegovina MOSTAR,0.1087
3873970,Bosnia And Herzegovina MOSTAR,0.1087
3873971,Bosnia And Herzegovina MOSTAR,0.1087
3873983,Bosnia And Herzegovina MOSTAR,0.1087
3873984,Bosnia And Herzegovina MOSTAR,0.1087
3873985,Bosnia And Herzegovina MOSTAR,0.1087
3874974,Bosnia And Herzegovina MOSTAR,0.1087
3874975,Bosnia And Herzegovina MOSTAR,0.1087
3874976,Bosnia And Herzegovina MOSTAR,0.1087
38751901,Bosnia And Herzegovina MOSTAR,0.1087
38751902,Bosnia And Herzegovina MOSTAR,0.1087
38730481,Bosnia And Herzegovina m:tel,0.1065
38730482,Bosnia And Herzegovina m:tel,0.1065
38730488,Bosnia And Herzegovina m:tel,0.1065
38731481,Bosnia And Herzegovina m:tel,0.1065
38731488,Bosnia And Herzegovina m:tel,0.1065
38732481,Bosnia And Herzegovina m:tel,0.1065
38732482,Bosnia And Herzegovina m:tel,0.1065
38732488,Bosnia And Herzegovina m:tel,0.1065
38733981,Bosnia And Herzegovina m:tel,0.1065
38733982,Bosnia And Herzegovina m:tel,0.1065
38733983,Bosnia And Herzegovina m:tel,0.1065
38733988,Bosnia And Herzegovina m:tel,0.1065
38734481,Bosnia And Herzegovina m:tel,0.1065
38734483,Bosnia And Herzegovina m:tel,0.1065
38734488,Bosnia And Herzegovina m:tel,0.1065
38735481,Bosnia And Herzegovina m:tel,0.1065
38735482,Bosnia And Herzegovina m:tel,0.1065
38735483,Bosnia And Herzegovina m:tel,0.1065
38735484,Bosnia And Herzegovina m:tel,0.1065
38735488,Bosnia And Herzegovina m:tel,0.1065
38736981,Bosnia And Herzegovina m:tel,0.1065
38736982,Bosnia And Herzegovina m:tel,0.1065
38736988,Bosnia And Herzegovina m:tel,0.1065
38737981,Bosnia And Herzegovina m:tel,0.1065
38737982,Bosnia And Herzegovina m:tel,0.1065
38737988,Bosnia And Herzegovina m:tel,0.1065
38738481,Bosnia And Herzegovina m:tel,0.1065
38738488,Bosnia And Herzegovina m:tel,0.1065
38739481,Bosnia And Herzegovina m:tel,0.1065
38739488,Bosnia And Herzegovina m:tel,0.1065
3874920,Bosnia And Herzegovina m:tel,0.1065
3874921,Bosnia And Herzegovina m:tel,0.1065
3874922,Bosnia And Herzegovina m:tel,0.1065
3874923,Bosnia And Herzegovina m:tel,0.1065
3874924,Bosnia And Herzegovina m:tel,0.1065
3874930,Bosnia And Herzegovina m:tel,0.1065
3874931,Bosnia And Herzegovina m:tel,0.1065
3874932,Bosnia And Herzegovina m:tel,0.1065
3874933,Bosnia And Herzegovina m:tel,0.1065
3874934,Bosnia And Herzegovina m:tel,0.1065
3874935,Bosnia And Herzegovina m:tel,0.1065
3874936,Bosnia And Herzegovina m:tel,0.1065
3874938,Bosnia And Herzegovina m:tel,0.1065
3874948,Bosnia And Herzegovina m:tel,0.1065
3874949,Bosnia And Herzegovina m:tel,0.1065
3875021,Bosnia And Herzegovina m:tel,0.1065
3875022,Bosnia And Herzegovina m:tel,0.1065
3875023,Bosnia And Herzegovina m:tel,0.1065
3875024,Bosnia And Herzegovina m:tel,0.1065
3875025,Bosnia And Herzegovina m:tel,0.1065
3875026,Bosnia And Herzegovina m:tel,0.1065
3875027,Bosnia And Herzegovina m:tel,0.1065
3875028,Bosnia And Herzegovina m:tel,0.1065
3875029,Bosnia And Herzegovina m:tel,0.1065
3875032,Bosnia And Herzegovina m:tel,0.1065
3875036,Bosnia And Herzegovina m:tel,0.1065
3875037,Bosnia And Herzegovina m:tel,0.1065
3875042,Bosnia And Herzegovina m:tel,0.1065
3875043,Bosnia And Herzegovina m:tel,0.1065
3875046,Bosnia And Herzegovina m:tel,0.1065
3875048,Bosnia And Herzegovina m:tel,0.1065
3875049,Bosnia And Herzegovina m:tel,0.1065
3875120,Bosnia And Herzegovina m:tel,0.1065
3875121,Bosnia And Herzegovina m:tel,0.1065
3875122,Bosnia And Herzegovina m:tel,0.1065
3875123,Bosnia And Herzegovina m:tel,0.1065
3875124,Bosnia And Herzegovina m:tel,0.1065
3875125,Bosnia And Herzegovina m:tel,0.1065
3875126,Bosnia And Herzegovina m:tel,0.1065
3875127,Bosnia And Herzegovina m:tel,0.1065
3875128,Bosnia And Herzegovina m:tel,0.1065
387513,Bosnia And Herzegovina m:tel,0.1065
3875141,Bosnia And Herzegovina m:tel,0.1065
3875142,Bosnia And Herzegovina m:tel,0.1065
3875143,Bosnia And Herzegovina m:tel,0.1065
3875145,Bosnia And Herzegovina m:tel,0.1065
3875146,Bosnia And Herzegovina m:tel,0.1065
38751470,Bosnia And Herzegovina m:tel,0.1065
38751471,Bosnia And Herzegovina m:tel,0.1065
38751477,Bosnia And Herzegovina m:tel,0.1065
38751478,Bosnia And Herzegovina m:tel,0.1065
3875148,Bosnia And Herzegovina m:tel,0.1065
3875149,Bosnia And Herzegovina m:tel,0.1065
3875150,Bosnia And Herzegovina m:tel,0.1065
3875153,Bosnia And Herzegovina m:tel,0.1065
3875155,Bosnia And Herzegovina m:tel,0.1065
3875156,Bosnia And Herzegovina m:tel,0.1065
3875158,Bosnia And Herzegovina m:tel,0.1065
3875159,Bosnia And Herzegovina m:tel,0.1065
3875164,Bosnia And Herzegovina m:tel,0.1065
3875165,Bosnia And Herzegovina m:tel,0.1065
3875166,Bosnia And Herzegovina m:tel,0.1065
3875167,Bosnia And Herzegovina m:tel,0.1065
3875168,Bosnia And Herzegovina m:tel,0.1065
3875169,Bosnia And Herzegovina m:tel,0.1065
3875174,Bosnia And Herzegovina m:tel,0.1065
3875175,Bosnia And Herzegovina m:tel,0.1065
3875176,Bosnia And Herzegovina m:tel,0.1065
3875177,Bosnia And Herzegovina m:tel,0.1065
3875178,Bosnia And Herzegovina m:tel,0.1065
3875179,Bosnia and Herzegovina - Fixed SRPSKE,0.1067
387518,Bosnia and Herzegovina - Fixed SRPSKE,0.1067
3875221,Bosnia And Herzegovina m:tel,0.1065
3875222,Bosnia And Herzegovina m:tel,0.1065
3875223,Bosnia And Herzegovina m:tel,0.1065
3875224,Bosnia And Herzegovina m:tel,0.1065
3875230,Bosnia And Herzegovina m:tel,0.1065
3875231,Bosnia And Herzegovina m:tel,0.1065
3875232,Bosnia And Herzegovina m:tel,0.1065
3875233,Bosnia And Herzegovina m:tel,0.1065
3875234,Bosnia And Herzegovina m:tel,0.1065
3875235,Bosnia And Herzegovina m:tel,0.1065
3875236,Bosnia And Herzegovina m:tel,0.1065
3875237,Bosnia And Herzegovina m:tel,0.1065
3875238,Bosnia And Herzegovina m:tel,0.1065
3875241,Bosnia And Herzegovina m:tel,0.1065
3875242,Bosnia And Herzegovina m:tel,0.1065
3875243,Bosnia And Herzegovina m:tel,0.1065
3875244,Bosnia And Herzegovina m:tel,0.1065
3875248,Bosnia And Herzegovina m:tel,0.1065
3875249,Bosnia And Herzegovina m:tel,0.1065
3875266,Bosnia And Herzegovina m:tel,0.1065
3875272,Bosnia And Herzegovina m:tel,0.1065
3875275,Bosnia And Herzegovina m:tel,0.1065
3875276,Bosnia And Herzegovina m:tel,0.1065
3875277,Bosnia And Herzegovina m:tel,0.1065
3875320,Bosnia And Herzegovina m:tel,0.1065
3875322,Bosnia And Herzegovina m:tel,0.1065
3875323,Bosnia And Herzegovina m:tel,0.1065
3875324,Bosnia And Herzegovina m:tel,0.1065
3875325,Bosnia And Herzegovina m:tel,0.1065
3875326,Bosnia And Herzegovina m:tel,0.1065
3875327,Bosnia And Herzegovina m:tel,0.1065
3875328,Bosnia And Herzegovina m:tel,0.1065
3875329,Bosnia And Herzegovina m:tel,0.1065
3875331,Bosnia And Herzegovina m:tel,0.1065
3875332,Bosnia And Herzegovina m:tel,0.1065
3875333,Bosnia And Herzegovina m:tel,0.1065
3875335,Bosnia And Herzegovina m:tel,0.1065
3875341,Bosnia And Herzegovina m:tel,0.1065
3875342,Bosnia And Herzegovina m:tel,0.1065
3875343,Bosnia And Herzegovina m:tel,0.1065
3875344,Bosnia And Herzegovina m:tel,0.1065
3875345,Bosnia And Herzegovina m:tel,0.1065
3875347,Bosnia And Herzegovina m:tel,0.1065
3875348,Bosnia And Herzegovina m:tel,0.1065
3875349,Bosnia And Herzegovina m:tel,0.1065
3875361,Bosnia And Herzegovina m:tel,0.1065
3875362,Bosnia And Herzegovina m:tel,0.1065
3875366,Bosnia And Herzegovina m:tel,0.1065
3875368,Bosnia And Herzegovina m:tel,0.1065
3875369,Bosnia And Herzegovina m:tel,0.1065
3875370,Bosnia And Herzegovina m:tel,0.1065
3875378,Bosnia And Herzegovina m:tel,0.1065
3875379,Bosnia And Herzegovina m:tel,0.1065
3875381,Bosnia And Herzegovina m:tel,0.1065
3875382,Bosnia And Herzegovina m:tel,0.1065
3875387,Bosnia And Herzegovina m:tel,0.1065
3875388,Bosnia And Herzegovina m:tel,0.1065
3875448,Bosnia And Herzegovina m:tel,0.1065
3875449,Bosnia And Herzegovina m:tel,0.1065
3875461,Bosnia And Herzegovina m:tel,0.1065
3875462,Bosnia And Herzegovina m:tel,0.1065
3875464,Bosnia And Herzegovina m:tel,0.1065
3875465,Bosnia And Herzegovina m:tel,0.1065
3875466,Bosnia And Herzegovina m:tel,0.1065
3875468,Bosnia And Herzegovina m:tel,0.1065
3875481,Bosnia And Herzegovina m:tel,0.1065
3875485,Bosnia And Herzegovina m:tel,0.1065
3875486,Bosnia And Herzegovina m:tel,0.1065
3875487,Bosnia And Herzegovina m:tel,0.1065
3875520,Bosnia And Herzegovina m:tel,0.1065
3875521,Bosnia And Herzegovina m:tel,0.1065
3875522,Bosnia And Herzegovina m:tel,0.1065
3875523,Bosnia And Herzegovina m:tel,0.1065
3875524,Bosnia And Herzegovina m:tel,0.1065
3875525,Bosnia And Herzegovina m:tel,0.1065
3875529,Bosnia And Herzegovina m:tel,0.1065
3875530,Bosnia And Herzegovina m:tel,0.1065
3875532,Bosnia And Herzegovina m:tel,0.1065
3875533,Bosnia And Herzegovina m:tel,0.1065
3875535,Bosnia And Herzegovina m:tel,0.1065
3875537,Bosnia And Herzegovina m:tel,0.1065
3875538,Bosnia And Herzegovina m:tel,0.1065
3875539,Bosnia And Herzegovina m:tel,0.1065
3875548,Bosnia And Herzegovina m:tel,0.1065
3875549,Bosnia And Herzegovina m:tel,0.1065
3875554,Bosnia And Herzegovina m:tel,0.1065
3875555,Bosnia And Herzegovina m:tel,0.1065
3875565,Bosnia And Herzegovina m:tel,0.1065
3875566,Bosnia And Herzegovina m:tel,0.1065
3875567,Bosnia And Herzegovina m:tel,0.1065
3875577,Bosnia And Herzegovina m:tel,0.1065
3875578,Bosnia And Herzegovina m:tel,0.1065
3875579,Bosnia And Herzegovina m:tel,0.1065
3875621,Bosnia And Herzegovina m:tel,0.1065
3875623,Bosnia And Herzegovina m:tel,0.1065
3875624,Bosnia And Herzegovina m:tel,0.1065
3875626,Bosnia And Herzegovina m:tel,0.1065
3875627,Bosnia And Herzegovina m:tel,0.1065
3875631,Bosnia And Herzegovina m:tel,0.1065
3875633,Bosnia And Herzegovina m:tel,0.1065
3875637,Bosnia And Herzegovina m:tel,0.1065
3875639,Bosnia And Herzegovina m:tel,0.1065
3875641,Bosnia And Herzegovina m:tel,0.1065
3875642,Bosnia And Herzegovina m:tel,0.1065
3875644,Bosnia And Herzegovina m:tel,0.1065
3875646,Bosnia And Herzegovina m:tel,0.1065
3875647,Bosnia And Herzegovina m:tel,0.1065
3875648,Bosnia And Herzegovina m:tel,0.1065
3875649,Bosnia And Herzegovina m:tel,0.1065
3875658,Bosnia And Herzegovina m:tel,0.1065
3875659,Bosnia And Herzegovina m:tel,0.1065
3875665,Bosnia And Herzegovina m:tel,0.1065
3875671,Bosnia And Herzegovina m:tel,0.1065
3875673,Bosnia And Herzegovina m:tel,0.1065
3875674,Bosnia And Herzegovina m:tel,0.1065
3875676,Bosnia And Herzegovina m:tel,0.1065
3875677,Bosnia And Herzegovina m:tel,0.1065
3875688,Bosnia And Herzegovina m:tel,0.1065
3875720,Bosnia And Herzegovina m:tel,0.1065
3875722,Bosnia And Herzegovina m:tel,0.1065
3875723,Bosnia And Herzegovina m:tel,0.1065
3875724,Bosnia And Herzegovina m:tel,0.1065
3875725,Bosnia And Herzegovina m:tel,0.1065
3875726,Bosnia And Herzegovina m:tel,0.1065
3875727,Bosnia And Herzegovina m:tel,0.1065
3875731,Bosnia And Herzegovina m:tel,0.1065
3875732,Bosnia And Herzegovina m:tel,0.1065
3875734,Bosnia And Herzegovina m:tel,0.1065
3875735,Bosnia And Herzegovina m:tel,0.1065
3875737,Bosnia And Herzegovina m:tel,0.1065
3875740,Bosnia And Herzegovina m:tel,0.1065
3875741,Bosnia And Herzegovina m:tel,0.1065
3875743,Bosnia And Herzegovina m:tel,0.1065
3875744,Bosnia And Herzegovina m:tel,0.1065
3875745,Bosnia And Herzegovina m:tel,0.1065
3875747,Bosnia And Herzegovina m:tel,0.1065
3875748,Bosnia And Herzegovina m:tel,0.1065
3875749,Bosnia And Herzegovina m:tel,0.1065
3875755,Bosnia And Herzegovina m:tel,0.1065
3875761,Bosnia And Herzegovina m:tel,0.1065
3875762,Bosnia And Herzegovina m:tel,0.1065
3875778,Bosnia And Herzegovina m:tel,0.1065
3875821,Bosnia And Herzegovina m:tel,0.1065
3875822,Bosnia And Herzegovina m:tel,0.1065
3875823,Bosnia And Herzegovina m:tel,0.1065
3875831,Bosnia And Herzegovina m:tel,0.1065
3875841,Bosnia And Herzegovina m:tel,0.1065
3875842,Bosnia And Herzegovina m:tel,0.1065
3875843,Bosnia And Herzegovina m:tel,0.1065
3875848,Bosnia And Herzegovina m:tel,0.1065
3875849,Bosnia And Herzegovina m:tel,0.1065
3875852,Bosnia And Herzegovina m:tel,0.1065
3875861,Bosnia And Herzegovina m:tel,0.1065
3875862,Bosnia And Herzegovina m:tel,0.1065
3875863,Bosnia And Herzegovina m:tel,0.1065
3875870,Bosnia And Herzegovina m:tel,0.1065
3875871,Bosnia And Herzegovina m:tel,0.1065
3875872,Bosnia And Herzegovina m:tel,0.1065
3875873,Bosnia And Herzegovina m:tel,0.1065
3875922,Bosnia And Herzegovina m:tel,0.1065
3875924,Bosnia And Herzegovina m:tel,0.1065
3875925,Bosnia And Herzegovina m:tel,0.1065
3875926,Bosnia And Herzegovina m:tel,0.1065
3875927,Bosnia And Herzegovina m:tel,0.1065
3875928,Bosnia And Herzegovina m:tel,0.1065
3875937,Bosnia And Herzegovina m:tel,0.1065
3875938,Bosnia And Herzegovina m:tel,0.1065
3875946,Bosnia And Herzegovina m:tel,0.1065
3875947,Bosnia And Herzegovina m:tel,0.1065
3875948,Bosnia And Herzegovina m:tel,0.1065
3875949,Bosnia And Herzegovina m:tel,0.1065
3875960,Bosnia And Herzegovina m:tel,0.1065
3875961,Bosnia And Herzegovina m:tel,0.1065
3875962,Bosnia And Herzegovina m:tel,0.1065
3875963,Bosnia And Herzegovina m:tel,0.1065
