,class,documents
282,2,"@jackiejcollins u do it so well, its not crude its magical!!! Thank u 4 all ur books x
"
283,2,"got a headache, B FINALLY asleep but I didnt get my choc fix :(  really need 2 go 2 bed myself, but will i slepp&gt;&gt;&gt;&gt;&gt; $64,000 question!!! XX
"
284,2,"ok now B is wide awake saying im hungry!!! ARGH!!! xxxx
"
285,2,"@AndySawford science!!!
"
286,2,"Scrap that B now awake & other 2 fighting!!! What happened 2 ME time!!! ARGH!!! XxxX
"
287,2,"Sounds like B asleep, other 5 getting ready 4 bed!!! Chill time!!! XxxX
"
288,2,"@Kelly_Brook lol!!! They dragging out a bit 2 much now!! H8 it when they do that!! I'm 2 impatient lol
"
289,2,"Just had some pizza & gb!!! OH getting B ready 4 bed, I emptied dishwasher, just settling down 2 emmerdale!!! Xx xX
"
290,2,"Given in I'm cold so I've shut windows!!! B says she doesn't want anything 2 eat ☹ xxx
"
291,2,"what can i make B 4 tea? shye hasnt eaten properly for a few days now coz of her cold :( xxxx
"
292,2,"@StevenPMiller we had tuna pasta bake
"
293,2,"That's dinner done & tidyed up, done nxt week shopping on internet, washing in dryer & its snowing AGAIN ☃!!! Just waiting 4 hairdresser!!
"
294,2,"Someone may be acting overly sweet today and you might not kno... More for Virgo http://twittascope.com/twittascope/?sign=6
"
295,2,"@Thunder_God have a good work@home day then!
"
296,2,"Morning how's u? Everyone else still in bed so having a cuppa in peace!!! (_)o. Xxxx
"
297,2,"Right peeps hope there is summat on tv 2 fall asleep 2!!! Nite nite all sweet dreams xxxx
"
298,2,"think i must b the onlky one who didnt get anything 4 valentine :(   xxxx
"
299,2,"@DanHKett i did one earlier lol
"
300,2,"Choc cake xxx http://tweetphoto.com/11380626
"
301,2,"Choc cake xxx http://tweetphoto.com/11380545
"
302,2,"B licking spatula from choc cake mix!!! Xxxxx http://tweetphoto.com/11371641
"
303,2,"@MissKatiePrice what's inside them???
"
304,2,"@tracytwit2you ur a gr8 mum 2 do that!!
"
305,2,"@tracytwit2you I use 2 work in a card and choc shop!!! Its all about money!!! Them not us lol
"
306,2,"Kung Hay Fa Choy!!! Or Happy Valentines day!!! I will b celebrating neither of them!!! XxxX
"
307,2,"The current emphasis on your 7th House of Relationships could ... More for Virgo http://twittascope.com/twittascope/?sign=6
"
308,2,"@RedMummy take care x
"
309,2,"Just had dinner & came ovr all hot so R made a fan & was fanning me & O got me a drink of lemonade!! Just waiting 4 B 2 go 2 zzz!! XxX
"
310,2,"@DanHKett woooo!! Sounds gr8 fun!!! Have a good tiime!
"
311,2,"Just cooking chinese 4 dinner!! Got stomach ache & my cold playing up! Early 2 bd again(O let B zzz so god knows wht time she settle!!)
"
312,2,"@Thunder_God have fun!!! Have a few 4 me!!
"
313,2,"does anyone know a cheap bulder? i want a small patio building for summer and need a price xxxx
"
314,2,"@Kelly_Brook I thought about going on exercise bike 2 c if that would sweat cold out but can't breathe as it is lol
"
315,2,"@Thunder_God tut tut lol!! I just did scrambled egg with bacon & tomato!!!
"
316,2,"How can spending one day in bed ill seem 2 make so much housework 2 catch up on??? XxxX
"
317,2,"@tracytwit2you nice one!!! Wish I could lol!!
"
318,2,"@Thunder_God where's P? Doesn't he normally do that??
"
319,2,"@RedMummy how u feeling now? X
"
320,2,"@tracytwit2you 11hours!!!! Omg!!! I'd give for 6 lol!!! Could b weather ur headache?? Hope it goes soon x
"
321,2,"You feel as if you need to be everywhere today, for no matter ... More for Virgo http://twittascope.com/twittascope/?sign=6
"
322,2,"@Kelly_Brook wht abt teething stuff? Anbesol is gd got anesthetic in it, it numbs it! I'd gargle salt water as well!! Hope its better soon x
"
323,2,"@DanHKett eurgh don't do coffee v much let alone 1st thing in morning lol. How was ur kebab?
"
324,2,"@Kelly_Brook gargling salt water and chewing cloves (don't swallow though!!!) That's what my dentist recommended till I had mine out
"
325,2,"Morning how's u? Had a rough nite with B coughing all nite!!! Fingers crossed I'm feeling a tad better!! Need 2 catch up on housework!!! Xxx
"
326,2,"off 2 bed nown peeps, hope i sleep well!!! nite nite all, take care and sweet dreams urselves xxxx
"
327,2,"@Mr_Cowell that's such a shame!!! Will miss u both x
"
328,2,"@Mr_Cowell that is absolutely disgusting!!! Please pass on my thoughts 2 him!! He is such a kind and gentle man
"
329,2,"@Mr_Cowell why? He was only on recently!!
"
330,2,"Just watching silent witness then bedtime me thinks!!! XxxX
"
331,2,"dispite spending most of day in bed, still feel tired!!! another early nite 4 me i think!!! hopefully this cold will b gone by 2moro!!! xxxx
"
332,2,"@CalumBest what is that then? never heard of it?
"
333,2,"@goodtoknow thank u x
"
334,2,"My get well cards from B & R !!!! XxxX http://tweetphoto.com/11148927
"
335,2,"Going bk 2 bed 4 a while c if I can sleep this cold off!!! Take care xxxx
"
336,2,"@Thunder_God ?????
"
337,2,"Logical Mercury is your ruling planet and its connection today... More for Virgo http://twittascope.com/twittascope/?sign=6
"
338,2,"Morning how's u? Had a bit of a lie-in but still full of cold, hope it goes soon costing a fortune in tissues lol!!! XxxX
"
339,2,"@tracytwit2you good nite was it??? Lol bless! Feel better soon x
"
340,2,"@thefattony there seems 2b 2 much sorrow around nowadays!!! Need some cheery happy news!!!
"
341,2,"That's it I'm giving in and going 2 bed, hopefully 2 get some sleep!!! Take care all, sweet dreams xxxx
"
342,2,"@RedMummyit wont let me send u a dm bk :( x
"
343,2,"@tracytwit2you yum yum enjoy!!!
"
344,2,"am soooo colod, all bunged up, got sore throat and tired :( xxxx
"
345,2,"@RedMummy how r u feeling now? X http://myloc.me/3IIhG
"
346,2,"Nearly fell asleep and nearly missed school run lol!!! At least they off 4 a week now!!! XxxX http://myloc.me/3IxHB
"
347,2,"Just got bk from school dinner duty!!! Freezing out but kids luv it!!! Sit down, grab a bite 2 eat and cuppa then school run again!!! XxxX
"
348,2,"@RedMummy hope ur better soon!! i got full blown cold now as well :( xx
"
349,2,"@tracytwit2you yes i am mad lol!!! It can b fun lol!!! Hopeit not 2 cold outside!!  http://myloc.me/3HZq6
"
350,2,"Waiting 4 my shopping 2 come then gonna b a dinner-lady 2day @ school!!! Should b fun!!! Lol!!! ✗♥✗  http://myloc.me/3HY6t
"
351,2,"It's challenging to separate your rational ideas from your fee... More for Virgo http://twittascope.com/twittascope/?sign=6
"
352,2,"My freebie for my home fresh challenge lol!!! XxxX http://tweetphoto.com/11023873
"
353,2,"@GabyandPaul I was a doll person, sindy, barbie, bionic woman!!!! Even had a large princes leia from star wars lol!!  http://myloc.me/3HL2e
"
354,2,"Morning how's u? Had little zzz & still feel lk ****!!Wish I could have a duvet day!!Bit of snow fell last nite!!Wonder if we'll get more?☃
"
355,2,"Can't sleep! R been awake with ear ache and now I'm all bunged up again and got a sore throat!! Got a hot choc!! Xxxx http://myloc.me/3Hh1T
"
356,2,"@StevenPMiller my girls luv them lol  http://myloc.me/3GVRc
"
357,2,"Had me lemsip & brandy, off 2 hopefully get some sleep and feel better 2moro!!! Nite nite all, sleep well, take care ♥✗✗✗
"
358,2,"@Thunder_God well I've got me lemsip and brandy so might b 2 drunk 2 care lol  http://myloc.me/3GUTy
"
359,2,"@Thunder_God never had sausages in a stir fry lol.   http://myloc.me/3GUQY
"
360,2,"feel like death warmed up!!H let B sleep earlier so i gotta wait 4 her 2 go sleep b4 i can!!! lemsip and brandy 4 me 2nite me thinks!!! xxx
"
361,2,"FREE to hood home, 1 cold! Only had 2 days but had enough already!!!  http://myloc.me/3GBeh
"
362,2,"@goodtoknow I've been with my hubby 17 yrs and he has never brought me anything 4 valentines day!!! Says its a waste of money!!!
"
363,2,"Ok now its hailing and settling lol!! ☁☃  http://myloc.me/3GhYJ
"
364,2,"http://twitpic.com/12dwj3 - IMG00054-20100210-1229
"
365,2,"15 mins l8r!!!! All gone again!!!!  http://tweetphoto.com/10935331
"
366,2,"Just got this Color Stripes custom background for my profile. Create it at http://www.wishafriend.com/twitter/backgrounds/custom/
"
367,2,"Just got this  custom background for my profile. Create it at http://www.wishafriend.com/twitter/backgrounds/custom/
"
368,2,"Its comig down again and settling!!!! ☃ xxx http://tweetphoto.com/10934596
"
369,2,"@StevenPMiller have u had the choc ones?  http://myloc.me/3FY0J
"
370,2,"@StevenPMiller haven't had one of them for years!!! http://myloc.me/3FUbF
"
371,2,"Snow started coming down quite heavy on way bk from shop! Its settling as well!!!! ☃ glad I'm in 4 rest of day!! xxxx http://myloc.me/3FQQ5
"
372,2,"@tracytwit2you hope u manage 2 chill for a while http://myloc.me/3FQBT
"
373,2,"@StevenPMiller mmmm sounds yummy!!! http://myloc.me/3FQv7
"
374,2,"Your key planet Mercury becomes a bit too quirky for your tast... More for Virgo http://twittascope.com/twittascope/?sign=6
"
375,2,"@theboygeorge what r u doing there? Have a good day 2 x http://myloc.me/3FJnD
"
376,2,"@Thunder_God phew thank god I'm doing school run this morning!! http://myloc.me/3FHbm
"
377,2,"@DanHKett well done u!!! Saved a fortune on plummer as well!! http://myloc.me/3FH3J
"
378,2,"@kirstymccabe good morning how r u both? http://myloc.me/3FFyA
"
379,2,"Morning all how's u? Didn't sleep well last nite, cold has finally hit me!!! ☹ can't quite have a duvet day even though I wish I could!! XxX
"
380,2,"@SkyCharlotte about 15-30mins if I'm doing make-up and hair!!!!  http://myloc.me/3FF5Q
"
381,2,"@Thunder_God where is it snowing? http://myloc.me/3FF1U
"
382,2,"B woke up and ive just realised the time!!! suppose i really ought 2 go 2 bed!!! nite nite all,k sleep well, take care, sweet dreams xxxx
"
383,2,"right off 2 empty dishwasher then watch emmerdale!! B should b asleep by then!!! tweet l8r xxxx
"
384,2,"Just got this Iphone in Black custom background for my profile. Create it at http://www.wishafriend.com/twitter/backgrounds/custom/
"
385,2,"just  got bk from 2nd school run, still freezing but at least that wet stuff stayed away!!! got salad 4 tea, could do with summat warm!! xxx
"
386,2,"@Thunder_God ok what is it?
"
387,2,"@RedMummy bless u should b in bed!!! hope u feel better soon, im gonna fight this cold lol xx
"
388,2,"just done school run and its freezing!!! just having a cuppa, then gotta pick O up l8r from gym club!!! xx
"
389,2,"@DanHKett @DanHKett @DanHKett @DanHKett it was yum, havent done it for a while really easy and different
"
390,2,"typical,sky keeps going black just as its nearly school run!!dont wanna get caught in it already feel like im coming down with the lurgy!!
"
391,2,"@RedMummy ive got a sore throat and keep sneezing, i am determined not 2 let it beat me though!!!
"
392,2,"good job i didnt hang washing out,its raining,looks like it will pass!!better start dinner,mackeral n horseradish sauce,pasta & leek gratin!
"
393,2,"@tracytwit2you i do my shopping on line lol!! seem 2b always cleaning mind lol, what exciting life eh!! x
"
394,2,"Don't like the look of the weather out there!!! Got v dark all of a sudden!!! ☁ http://myloc.me/3E2FK
"
395,2,"Just got this Iphone in White custom background for my profile. Create it at http://www.wishafriend.com/twitter/backgrounds/custom/
"
396,2,"Your current approach to work is not based solely on being eff... More for Virgo http://twittascope.com/twittascope/?sign=6
"
397,2,"@Thunder_God lemsip with whisky suppose 2b good 4 colds!!!  http://myloc.me/3DNdf
"
398,2,"@Thunder_God time 4 a coffee then!!! (_)o
"
399,2,"@DanHKett I got a sore throat this morning!! Bit snuffly as well!!! I thought I'd got passed it as well!!!
"
400,2,"@RedMummy mine is going bk 2 school 2day! Hope urs is better soon xx
"
401,2,"Morning how's u?B actually slept all nite even if it was in my bd lol! I got a sore throat now!☹ will we get any of that white stuff 2day?
"
402,2,"off 2 bed, hope B sleeps a bit better. sweet dreams all, sleep well xxxx
"
403,2,"@DanHKett thats really good might have 2 try there thanx. hope u both had a good nite
"
404,2,"@DanHKett where abouts is it? I luv carvery
"
405,2,"nearly that time of nite again, time 2 get B ready 4 bed!!! then tea, im hungry now lol xxxx
"
406,2,"@Thunder_God is that good or bad? hate pasties on sausage rolls on the go pastry 2 much mess!!!
"
407,2,"R just came bk from school, got 2 make an anderson shelter model over the hols!!!!  should b fun!!! any ideas welcome xx
"
408,2,"@tracytwit2you good 4 u!!!
"
409,2,"@DanHKett did it snow on ur wedding day though??
"
410,2,"Just had dinner even though I'm not v hungry ☹ chill this savvy me thinks!  One of those days ☹
"
411,2,"Snow still coming down but don't think it will settle!!! ☃
"
412,2,"@DanHKett have a gr8 time x
"
413,2,"Your friends and co-workers may think that you are being rathe... More for Virgo http://twittascope.com/twittascope/?sign=6
"
414,2,"@RedMummy bless my big one went bk 2 bed which is rare!! She must b bad!! Let's hope they all better soon xxxx
"
415,2,"@tracytwit2you me 2 so tired still
"
416,2,"Just done school run, few flakes of snow falling!!!!! In 4 day now thank god!! Freeezing out there!!! XxxX
"
417,2,"@Thunder_God what??? Tell then?
"
418,2,"@DanHKett bless congratulations, r u doing anything special?
"
